file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
u_mand_factor\set42\u_mand_factor_0.3.py,u_mand_factor,42,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,11,27.600001,59.8,12.840001,1,1,1042,0
u_mand_factor\set42\u_mand_factor_0.4.py,u_mand_factor,42,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,11,36.800001,64.400002,17.120001,1,1,1042,0
u_mand_factor\set42\u_mand_factor_0.5.py,u_mand_factor,42,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,11,45.999998,69.0,21.399999,1,1,1042,0
u_mand_factor\set42\u_mand_factor_0.6.py,u_mand_factor,42,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,11,55.199998,73.599998,25.679999,1,1,1042,0
u_mand_factor\set42\u_mand_factor_0.7.py,u_mand_factor,42,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,11,64.400002,78.200003,29.960001,1,1,1042,0
u_mand_factor\set42\u_mand_factor_0.8.py,u_mand_factor,42,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,11,73.599997,82.799998,34.239998,1,1,1042,0
u_mand_factor\set42\u_mand_factor_0.9.py,u_mand_factor,42,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179999,40,13,82.8,87.399999,42.48,1,1,1042,1
u_mand_factor\set43\u_mand_factor_0.1.py,u_mand_factor,43,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,13,9.200001,50.599998,4.286667,1,0,1043,0
u_mand_factor\set43\u_mand_factor_0.2.py,u_mand_factor,43,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,13,18.400002,55.199998,8.573334,1,0,1043,0
u_mand_factor\set43\u_mand_factor_0.3.py,u_mand_factor,43,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,13,27.599999,59.800003,12.859999,1,1,1043,0
u_mand_factor\set43\u_mand_factor_0.4.py,u_mand_factor,43,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,13,36.799998,64.399998,17.146666,1,1,1043,0
u_mand_factor\set43\u_mand_factor_0.5.py,u_mand_factor,43,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000001,69.0,21.433334,1,1,1043,0
u_mand_factor\set43\u_mand_factor_0.6.py,u_mand_factor,43,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,13,55.200003,73.600002,25.720002,1,1,1043,0
u_mand_factor\set43\u_mand_factor_0.7.py,u_mand_factor,43,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739995,40,13,64.399998,78.199993,30.006666,1,1,1043,0
u_mand_factor\set43\u_mand_factor_0.8.py,u_mand_factor,43,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,13,73.599998,82.799997,34.293332,1,1,1043,0
u_mand_factor\set43\u_mand_factor_0.9.py,u_mand_factor,43,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,15,82.800001,87.400003,38.580001,1,1,1043,3
u_mand_factor\set44\u_mand_factor_0.1.py,u_mand_factor,44,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.42,40,12,9.199998,50.6,4.286666,1,0,1044,0
u_mand_factor\set44\u_mand_factor_0.2.py,u_mand_factor,44,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,12,18.400002,55.2,8.573334,1,0,1044,0
u_mand_factor\set44\u_mand_factor_0.3.py,u_mand_factor,44,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860003,40,12,27.6,59.800005,12.86,1,1,1044,0
u_mand_factor\set44\u_mand_factor_0.4.py,u_mand_factor,44,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,12,36.8,64.4,17.146667,1,1,1044,0
u_mand_factor\set44\u_mand_factor_0.5.py,u_mand_factor,44,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,12,45.999999,69.0,21.433333,1,1,1044,0
u_mand_factor\set44\u_mand_factor_0.6.py,u_mand_factor,44,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,12,55.200002,73.6,25.720001,1,1,1044,0
u_mand_factor\set44\u_mand_factor_0.7.py,u_mand_factor,44,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,12,64.400001,78.199999,30.006667,1,1,1044,0
u_mand_factor\set44\u_mand_factor_0.8.py,u_mand_factor,44,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959999,40,12,73.600002,82.799999,34.293334,1,1,1044,0
u_mand_factor\set44\u_mand_factor_0.9.py,u_mand_factor,44,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,12,82.799999,87.4,38.579999,1,1,1044,0
u_mand_factor\set45\u_mand_factor_0.1.py,u_mand_factor,45,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.42,40,11,9.2,50.6,4.72,1,0,1045,0
u_mand_factor\set45\u_mand_factor_0.2.py,u_mand_factor,45,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640001,40,11,18.400001,55.200001,9.440001,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.3.py,u_mand_factor,45,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,11,27.600001,59.8,14.160001,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.4.py,u_mand_factor,45,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,11,36.8,64.399998,18.88,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.5.py,u_mand_factor,45,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,11,45.999998,68.999997,23.599999,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.6.py,u_mand_factor,45,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,11,55.200001,73.600003,28.320001,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.7.py,u_mand_factor,45,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739997,40,11,64.399999,78.199995,33.039999,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.8.py,u_mand_factor,45,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,11,73.6,82.8,37.76,1,1,1045,0
u_mand_factor\set45\u_mand_factor_0.9.py,u_mand_factor,45,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179999,40,11,82.8,87.399999,42.48,1,1,1045,0
u_mand_factor\set46\u_mand_factor_0.1.py,u_mand_factor,46,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,13,9.200001,50.599998,4.408572,1,0,1046,0
u_mand_factor\set46\u_mand_factor_0.2.py,u_mand_factor,46,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639999,40,13,18.400002,55.199999,8.817144,1,0,1046,0
u_mand_factor\set46\u_mand_factor_0.3.py,u_mand_factor,46,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,13,27.6,59.799997,13.225714,1,1,1046,0
u_mand_factor\set46\u_mand_factor_0.4.py,u_mand_factor,46,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,13,36.799999,64.399998,17.634285,1,1,1046,0
u_mand_factor\set46\u_mand_factor_0.5.py,u_mand_factor,46,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,13,46.0,69.000001,22.042857,1,1,1046,0
u_mand_factor\set46\u_mand_factor_0.6.py,u_mand_factor,46,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,13,55.200002,73.600003,26.45143,1,1,1046,0
u_mand_factor\set46\u_mand_factor_0.7.py,u_mand_factor,46,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740003,40,13,64.400002,78.200005,30.860001,1,1,1046,0
u_mand_factor\set46\u_mand_factor_0.8.py,u_mand_factor,46,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,13,73.599998,82.8,35.26857,1,1,1046,0
u_mand_factor\set46\u_mand_factor_0.9.py,u_mand_factor,46,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,10,82.799999,87.400001,43.919999,1,1,1046,1
u_mand_factor\set47\u_mand_factor_0.1.py,u_mand_factor,47,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,13,9.2,50.600003,4.4,1,0,1047,0
u_mand_factor\set47\u_mand_factor_0.2.py,u_mand_factor,47,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,13,18.400002,55.199998,8.800001,1,0,1047,0
u_mand_factor\set47\u_mand_factor_0.3.py,u_mand_factor,47,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,13,27.600002,59.800001,13.200001,1,1,1047,0
u_mand_factor\set47\u_mand_factor_0.4.py,u_mand_factor,47,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080005,40,13,36.800002,64.400007,17.600001,1,1,1047,0
u_mand_factor\set47\u_mand_factor_0.5.py,u_mand_factor,47,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000002,22.000001,1,1,1047,0
u_mand_factor\set47\u_mand_factor_0.6.py,u_mand_factor,47,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519997,40,13,55.199997,73.599995,26.399998,1,1,1047,0
u_mand_factor\set47\u_mand_factor_0.7.py,u_mand_factor,47,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,13,64.4,78.200001,30.8,1,1,1047,0
u_mand_factor\set47\u_mand_factor_0.8.py,u_mand_factor,47,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,13,73.599999,82.800002,35.199999,1,1,1047,0
u_mand_factor\set47\u_mand_factor_0.9.py,u_mand_factor,47,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,13,82.800001,87.400001,39.600001,1,1,1047,0
u_mand_factor\set48\u_mand_factor_0.1.py,u_mand_factor,48,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.42,40,13,9.200002,50.6,4.280001,1,0,1048,0
u_mand_factor\set48\u_mand_factor_0.2.py,u_mand_factor,48,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,13,18.399999,55.2,8.559999,1,0,1048,0
u_mand_factor\set48\u_mand_factor_0.3.py,u_mand_factor,48,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,13,27.600001,59.800002,12.840001,1,1,1048,0
u_mand_factor\set48\u_mand_factor_0.4.py,u_mand_factor,48,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080001,40,13,36.800003,64.400001,17.120002,1,1,1048,0
u_mand_factor\set48\u_mand_factor_0.5.py,u_mand_factor,48,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999997,68.999997,21.399998,1,1,1048,0
u_mand_factor\set48\u_mand_factor_0.6.py,u_mand_factor,48,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520003,40,13,55.200002,73.600005,25.680001,1,1,1048,0
u_mand_factor\set48\u_mand_factor_0.7.py,u_mand_factor,48,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,13,64.400002,78.2,29.960001,1,1,1048,0
u_mand_factor\set48\u_mand_factor_0.8.py,u_mand_factor,48,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,13,73.6,82.8,34.24,1,1,1048,0
u_mand_factor\set48\u_mand_factor_0.9.py,u_mand_factor,48,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179997,40,9,82.799999,87.399995,38.579999,1,1,1048,1
u_mand_factor\set49\u_mand_factor_0.1.py,u_mand_factor,49,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,11,9.2,50.600003,4.72,1,0,1049,0
u_mand_factor\set49\u_mand_factor_0.2.py,u_mand_factor,49,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639997,40,11,18.399999,55.199995,9.439999,1,0,1049,0
u_mand_factor\set49\u_mand_factor_0.3.py,u_mand_factor,49,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,11,27.599999,59.800001,14.159999,1,1,1049,0
u_mand_factor\set49\u_mand_factor_0.4.py,u_mand_factor,49,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,11,36.800001,64.399997,18.880001,1,1,1049,0
u_mand_factor\set49\u_mand_factor_0.5.py,u_mand_factor,49,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,45.999998,69.000002,23.599999,1,1,1049,0
u_mand_factor\set49\u_mand_factor_0.6.py,u_mand_factor,49,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,11,55.200002,73.6,28.320001,1,1,1049,0
u_mand_factor\set49\u_mand_factor_0.7.py,u_mand_factor,49,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,11,64.399998,78.199997,33.039999,1,1,1049,0
u_mand_factor\set49\u_mand_factor_0.8.py,u_mand_factor,49,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959999,40,11,73.600002,82.799999,37.760001,1,1,1049,0
u_mand_factor\set49\u_mand_factor_0.9.py,u_mand_factor,49,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,11,82.8,87.4,42.48,1,1,1049,0
u_mand_factor\set50\u_mand_factor_0.1.py,u_mand_factor,50,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420005,40,15,9.199999,50.600007,4.601818,1,0,1050,0
u_mand_factor\set50\u_mand_factor_0.2.py,u_mand_factor,50,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640003,40,15,18.400002,55.200005,9.203638,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.3.py,u_mand_factor,50,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,15,27.600003,59.800002,13.805456,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.4.py,u_mand_factor,50,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079997,40,15,36.799998,64.399995,18.407272,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.5.py,u_mand_factor,50,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,15,46.000003,68.999998,23.009093,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.6.py,u_mand_factor,50,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,15,55.200002,73.600002,27.61091,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.7.py,u_mand_factor,50,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739997,40,15,64.399999,78.199995,32.212727,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.8.py,u_mand_factor,50,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960005,40,15,73.600005,82.800007,36.814548,1,1,1050,0
u_mand_factor\set50\u_mand_factor_0.9.py,u_mand_factor,50,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,15,82.800002,87.400001,41.416365,1,1,1050,0
u_mand_factor\set51\u_mand_factor_0.1.py,u_mand_factor,51,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,11,9.2,50.599997,4.4,1,0,1051,0
u_mand_factor\set51\u_mand_factor_0.2.py,u_mand_factor,51,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,11,18.4,55.200003,8.8,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.3.py,u_mand_factor,51,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,11,27.6,59.800002,13.2,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.4.py,u_mand_factor,51,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,11,36.799999,64.4,17.599999,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.5.py,u_mand_factor,51,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,11,45.999998,68.999998,21.999999,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.6.py,u_mand_factor,51,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,11,55.200001,73.600002,26.400001,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.7.py,u_mand_factor,51,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,11,64.400001,78.200002,30.800001,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.8.py,u_mand_factor,51,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959996,40,11,73.599999,82.799994,35.199999,1,1,1051,0
u_mand_factor\set51\u_mand_factor_0.9.py,u_mand_factor,51,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,11,82.800001,87.400002,39.600001,1,1,1051,0
u_mand_factor\set52\u_mand_factor_0.1.py,u_mand_factor,52,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420005,40,11,9.200001,50.600007,4.280001,1,0,1052,0
u_mand_factor\set52\u_mand_factor_0.2.py,u_mand_factor,52,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639994,40,11,18.399998,55.199992,8.559999,1,0,1052,0
u_mand_factor\set52\u_mand_factor_0.3.py,u_mand_factor,52,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,11,27.599999,59.799998,12.839999,1,1,1052,0
u_mand_factor\set52\u_mand_factor_0.4.py,u_mand_factor,52,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,11,36.800002,64.4,17.120001,1,1,1052,0
u_mand_factor\set52\u_mand_factor_0.5.py,u_mand_factor,52,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,11,45.999997,68.999997,21.399998,1,1,1052,0
u_mand_factor\set52\u_mand_factor_0.6.py,u_mand_factor,52,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,11,55.2,73.599997,25.68,1,1,1052,0
u_mand_factor\set52\u_mand_factor_0.7.py,u_mand_factor,52,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,11,64.400001,78.2,29.960001,1,1,1052,0
u_mand_factor\set52\u_mand_factor_0.8.py,u_mand_factor,52,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,11,73.6,82.799997,34.24,1,1,1052,0
u_mand_factor\set52\u_mand_factor_0.9.py,u_mand_factor,52,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180004,40,12,82.800002,87.400006,42.480001,1,1,1052,1
u_mand_factor\set53\u_mand_factor_0.1.py,u_mand_factor,53,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,9,9.199997,50.599998,4.601816,1,0,1053,0
u_mand_factor\set53\u_mand_factor_0.2.py,u_mand_factor,53,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,9,18.400001,55.200003,9.203637,1,0,1053,0
u_mand_factor\set53\u_mand_factor_0.3.py,u_mand_factor,53,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,9,27.599998,59.799997,13.805453,1,1,1053,0
u_mand_factor\set53\u_mand_factor_0.4.py,u_mand_factor,53,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,9,36.800001,64.399998,18.407273,1,1,1053,0
u_mand_factor\set53\u_mand_factor_0.5.py,u_mand_factor,53,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,9,45.999998,68.999995,23.00909,1,1,1053,0
u_mand_factor\set53\u_mand_factor_0.6.py,u_mand_factor,53,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520001,40,9,55.2,73.600001,27.610909,1,1,1053,0
u_mand_factor\set53\u_mand_factor_0.7.py,u_mand_factor,53,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,9,64.399998,78.199998,32.212726,1,1,1053,0
u_mand_factor\set53\u_mand_factor_0.8.py,u_mand_factor,53,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,9,73.6,82.799997,36.814545,1,1,1053,0
u_mand_factor\set53\u_mand_factor_0.9.py,u_mand_factor,53,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,10,82.800001,87.399997,38.520001,1,1,1053,2
u_mand_factor\set54\u_mand_factor_0.1.py,u_mand_factor,54,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,13,9.199997,50.599998,4.40857,1,0,1054,0
u_mand_factor\set54\u_mand_factor_0.2.py,u_mand_factor,54,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,13,18.4,55.200003,8.817143,1,0,1054,0
u_mand_factor\set54\u_mand_factor_0.3.py,u_mand_factor,54,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,13,27.599997,59.799998,13.225713,1,1,1054,0
u_mand_factor\set54\u_mand_factor_0.4.py,u_mand_factor,54,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079996,40,13,36.8,64.399994,17.634286,1,1,1054,0
u_mand_factor\set54\u_mand_factor_0.5.py,u_mand_factor,54,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999999,68.999997,22.042857,1,1,1054,0
u_mand_factor\set54\u_mand_factor_0.6.py,u_mand_factor,54,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,13,55.200002,73.599997,26.45143,1,1,1054,0
u_mand_factor\set54\u_mand_factor_0.7.py,u_mand_factor,54,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740004,40,13,64.4,78.200006,30.86,1,1,1054,0
u_mand_factor\set54\u_mand_factor_0.8.py,u_mand_factor,54,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960003,40,13,73.600001,82.800005,35.268572,1,1,1054,0
u_mand_factor\set54\u_mand_factor_0.9.py,u_mand_factor,54,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179999,40,10,82.800001,87.399999,39.600001,1,1,1054,1
u_mand_factor\set55\u_mand_factor_0.1.py,u_mand_factor,55,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,11,9.200001,50.600002,4.408572,1,0,1055,0
u_mand_factor\set55\u_mand_factor_0.2.py,u_mand_factor,55,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,11,18.400003,55.2,8.817145,1,0,1055,0
u_mand_factor\set55\u_mand_factor_0.3.py,u_mand_factor,55,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,11,27.6,59.800001,13.225714,1,1,1055,0
u_mand_factor\set55\u_mand_factor_0.4.py,u_mand_factor,55,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079999,40,11,36.8,64.399999,17.634286,1,1,1055,0
u_mand_factor\set55\u_mand_factor_0.5.py,u_mand_factor,55,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,45.999999,69.000002,22.042857,1,1,1055,0
u_mand_factor\set55\u_mand_factor_0.6.py,u_mand_factor,55,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519997,40,11,55.199999,73.599995,26.451428,1,1,1055,0
u_mand_factor\set55\u_mand_factor_0.7.py,u_mand_factor,55,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,11,64.4,78.2,30.86,1,1,1055,0
u_mand_factor\set55\u_mand_factor_0.8.py,u_mand_factor,55,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,11,73.599998,82.8,35.26857,1,1,1055,0
u_mand_factor\set55\u_mand_factor_0.9.py,u_mand_factor,55,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,11,82.8,87.399998,39.677143,1,1,1055,0
u_mand_factor\set56\u_mand_factor_0.1.py,u_mand_factor,56,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,10,9.2,50.599999,4.28,1,0,1056,0
u_mand_factor\set56\u_mand_factor_0.2.py,u_mand_factor,56,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,10,18.399998,55.2,8.559999,1,0,1056,0
u_mand_factor\set56\u_mand_factor_0.3.py,u_mand_factor,56,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,10,27.6,59.8,12.84,1,1,1056,0
